Family,Gene_ID
SHPRH,gene-MN116_001351
SIRT1,gene-MN116_002293
SIRT2,gene-MN116_002293
SIRT6,gene-MN116_002293
SIRT7,gene-MN116_002293
SKP1,gene-MN116_005216
SKP1,gene-MN116_005216
SLU7,gene-MN116_003357
SMARCA1,gene-MN116_004219
SMARCA1,gene-MN116_006176
SMARCA1,gene-MN116_001389
SMARCA1,gene-MN116_006176
SMARCA1,gene-MN116_001315
SMARCA2,gene-MN116_001315
SMARCA2,gene-MN116_001315
SMARCA2,gene-MN116_001315
SMARCA2,gene-MN116_001389
SMARCA2,gene-MN116_001315
SMARCA2,gene-MN116_001315
SMARCA2,gene-MN116_001315
SMARCA4,gene-MN116_001315
SMARCA4,gene-MN116_001315
SMARCA4,gene-MN116_001315
SMARCA4,gene-MN116_001389
SMARCA4,gene-MN116_001315
SMARCA4,gene-MN116_001315
SMARCA4,gene-MN116_001315
SMARCA5,gene-MN116_004219
SMARCA5,gene-MN116_006176
SMARCA5,gene-MN116_001389
SMARCA5,gene-MN116_006176
SMARCA5,gene-MN116_001315
SMARCAD1,gene-MN116_001389
SMARCAD1,gene-MN116_001315
SMARCAL1,gene-MN116_006690
SMARCAL1,gene-MN116_001389
SMARCAL1,gene-MN116_001315
SMARCB1,gene-MN116_008135
SMARCC1,gene-MN116_001044
SMARCC1,gene-MN116_000845
SMARCC2,gene-MN116_001044
SMARCC2,gene-MN116_000845
SMARCD1,gene-MN116_001056
SMARCD2,gene-MN116_001056
SMARCD3,gene-MN116_001056
SMARCE1,gene-MN116_000658
SMEK1,gene-MN116_002730
SMEK2,gene-MN116_002730
SMYD1,gene-MN116_001377
SMYD1,gene-MN116_001354
SMYD2,gene-MN116_001377
SMYD2,gene-MN116_001354
SMYD3,gene-MN116_001377
SMYD3,gene-MN116_001354
SMYD4,gene-MN116_001377
SMYD4,gene-MN116_001358
SMYD4,gene-MN116_001354
SNAI2,gene-MN116_001510
SNAI2,gene-MN116_001510
SNAI2,gene-MN116_001510
SP1,gene-MN116_001510
SP1,gene-MN116_001510
SPEN,gene-MN116_001479
SPEN,gene-MN116_000687
SPEN,gene-MN116_003046
SPOP,gene-MN116_001152
SPOP,gene-MN116_001635
SRCAP,gene-MN116_001315
SRCAP,gene-MN116_001389
SRCAP,gene-MN116_001315
SRSF1,gene-MN116_001479
SRSF10,gene-MN116_001479
SRSF12,gene-MN116_001479
SRSF3,gene-MN116_001479
SRSF6,gene-MN116_001479
SS18L1,gene-MN116_001344
SS18L2,gene-MN116_001344
SSRP1,gene-MN116_000658
SSRP1,gene-MN116_005684
SSRP1,gene-MN116_005684
STK4,gene-MN116_002519
STK4,gene-MN116_001475
SUDS3,gene-MN116_005490
SUPT16H,gene-MN116_008326
SUPT16H,gene-MN116_001088
SUPT16H,gene-MN116_005684
SUPT16H,gene-MN116_008326
SUPT3H,gene-MN116_001470
SUPT7L,gene-MN116_002236
SUV39H1,gene-MN116_001223
SUV39H1,gene-MN116_006071
SUV39H1,gene-MN116_001377
SUV39H2,gene-MN116_001223
SUV39H2,gene-MN116_006071
SUV39H2,gene-MN116_001377
SUV420H1,gene-MN116_001377
SUV420H2,gene-MN116_001377
SUZ12,gene-MN116_001597
SYNCRIP,gene-MN116_001479
TADA2A,gene-MN116_001044
TADA2A,gene-MN116_000845
TADA2B,gene-MN116_001044
TADA2B,gene-MN116_001482
TADA3,gene-MN116_005253
TAF1,gene-MN116_001315
TAF1,gene-MN116_005229
TAF1,gene-MN116_005229
TAF1,gene-MN116_005229
TAF10,gene-MN116_002300
TAF12,gene-MN116_004099
TAF1L,gene-MN116_001315
TAF1L,gene-MN116_005229
TAF1L,gene-MN116_005229
TAF1L,gene-MN116_005229
TAF3,gene-MN116_002236
TAF3,gene-MN116_001257
TAF4,gene-MN116_002388
TAF4,gene-MN116_002388
TAF5,gene-MN116_003661
TAF5,gene-MN116_000696
TAF5L,gene-MN116_003661
TAF5L,gene-MN116_000696
TAF6,gene-MN116_002092
TAF6,gene-MN116_002092
TAF6L,gene-MN116_002092
TAF6L,gene-MN116_002092
TAF7,gene-MN116_008255
TAF8,gene-MN116_002236
TAF8,gene-MN116_002236
TAF9,gene-MN116_006739
TAF9B,gene-MN116_006739
TDG,gene-MN116_006459
TDRD3,gene-MN116_001813
TDRD3,gene-MN116_001749
TDRKH,gene-MN116_001284
TDRKH,gene-MN116_001813
TFDP1,gene-MN116_002243
TFDP1,gene-MN116_002243
TLE1,gene-MN116_004722
TLE1,gene-MN116_000696
TLE2,gene-MN116_004722
TLE2,gene-MN116_000696
TLE4,gene-MN116_004722
TLE4,gene-MN116_000696
TLK1,gene-MN116_001475
TLK2,gene-MN116_001475
TONSL,gene-MN116_001474
TONSL,gene-MN116_001091
TONSL,gene-MN116_001358
TRA2B,gene-MN116_001479
TRIM24,gene-MN116_001315
TRIM24,gene-MN116_001257
TRIM24,gene-MN116_001635
TRIM28,gene-MN116_001257
TRIM28,gene-MN116_001635
TRIM28,gene-MN116_000908
TRIM33,gene-MN116_001315
TRIM33,gene-MN116_001257
TRIM33,gene-MN116_001635
TRIM33,gene-MN116_001361
TRRAP,gene-MN116_002383
TRRAP,gene-MN116_002008
TRUB2,gene-MN116_001084
TSSK6,gene-MN116_001475
TTK,gene-MN116_001475
TYW5,gene-MN116_000656
U2AF2,gene-MN116_001479
UBE2A,gene-MN116_001105
UBE2B,gene-MN116_001105
UBE2D1,gene-MN116_001105
UBE2D3,gene-MN116_001105
UBE2E1,gene-MN116_001105
UBE2H,gene-MN116_001105
UBE2N,gene-MN116_001105
UBE2T,gene-MN116_001105
UBN1,gene-MN116_004866
UBN1,gene-MN116_004866
UBR2,gene-MN116_002536
UBR2,gene-MN116_002536
UBR5,gene-MN116_003530
UBR5,gene-MN116_001503
UBR5,gene-MN116_002377
UBR5,gene-MN116_002536
UBR7,gene-MN116_002536
UCHL5,gene-MN116_003045
USP12,gene-MN116_002461
USP16,gene-MN116_002461
USP16,gene-MN116_001583
USP17L2,gene-MN116_007693
USP17L2,gene-MN116_002461
USP21,gene-MN116_002461
USP22,gene-MN116_002461
USP22,gene-MN116_001583
USP3,gene-MN116_002461
USP3,gene-MN116_001583
USP36,gene-MN116_002461
USP44,gene-MN116_002461
USP44,gene-MN116_001583
USP46,gene-MN116_002461
USP49,gene-MN116_002461
USP49,gene-MN116_001583
USP7,gene-MN116_001635
USP7,gene-MN116_002461
USP7,gene-MN116_005790
USP7,gene-MN116_005790
UTY,gene-MN116_001728
UTY,gene-MN116_001358
UTY,gene-MN116_001341
UTY,gene-MN116_001358
VIRMA,gene-MN116_001746
VPS72,gene-MN116_001557
VPS72,gene-MN116_001557
VRK1,gene-MN116_001475
WAC,gene-MN116_001503
WDR5,gene-MN116_000696
WDR77,gene-MN116_000696
WDR82,gene-MN116_000696
WHSC1,gene-MN116_000658
WHSC1,gene-MN116_001257
WHSC1,gene-MN116_002935
WHSC1,gene-MN116_001377
WSB2,gene-MN116_002823
WSB2,gene-MN116_000696
WTAP,gene-MN116_007803
YAF2,gene-MN116_001528
YEATS2,gene-MN116_001871
YEATS4,gene-MN116_001871
YTHDC1,gene-MN116_001955
YWHAB,gene-MN116_003315
YWHAE,gene-MN116_003315
YWHAZ,gene-MN116_003315
ZBTB16,gene-MN116_001152
ZBTB16,gene-MN116_001510
ZBTB16,gene-MN116_001510
ZBTB16,gene-MN116_001510
ZBTB16,gene-MN116_001510
ZBTB33,gene-MN116_001152
ZBTB33,gene-MN116_001510
ZBTB7A,gene-MN116_001152
ZBTB7A,gene-MN116_001510
ZBTB7C,gene-MN116_001152
ZBTB7C,gene-MN116_001510
ZC3H13,gene-MN116_000980
ZCWPW1,gene-MN116_002935
ZCWPW1,gene-MN116_000845
ZMYND11,gene-MN116_001315
ZMYND11,gene-MN116_002935
ZNF217,gene-MN116_001510
ZNF217,gene-MN116_001510
ZNF217,gene-MN116_001510
ZNF516,gene-MN116_001510
ZNF516,gene-MN116_001510
ZNF516,gene-MN116_001510
ZNF532,gene-MN116_001510
ZNF541,gene-MN116_001382
ZNF541,gene-MN116_001510
ZNF541,gene-MN116_001510
ZNF592,gene-MN116_001510
ZNF687,gene-MN116_001510
ZNF687,gene-MN116_001510
ZNHIT1,gene-MN116_002053
ZZZ3,gene-MN116_001044
ZZZ3,gene-MN116_001482
